,0
64883,문해
64884,능력
64885,학교생활
64886,적응
64887,미치는
64888,영향
64889,스트레스
64890,매개
64891,효과
64892,중심
64893,뉴스
64894,포츠
64895,체육
64896,수업
64897,정착
64898,배경
64899,현황
64900,분석
64901,기저
64902,수행
64903,낮은
64904,정상
64905,노인
64906,인지
64907,노화
64908,치매
64909,위험
64910,기능
64911,평가
64912,기반
64913,미술
64914,활동
64915,다문화
64916,가정
64917,유아
64918,적응
64919,행동
64920,미치는
64921,효과
64922,발달장애
64923,아동
64924,신체
64925,활동
64926,프로그램
64927,용이
64928,운동
64929,능력
64930,발달
64931,미치는
64932,영향
64933,유아
64934,문제
64935,행동
64936,지도
64937,대한
64938,일반
64939,유치원
64940,교사
64941,어려움
64942,지원
64943,요구
64944,결혼
64945,이민자
64946,거꾸로
64947,수업
64948,모형
64949,교재
64950,개발
64951,감형
64952,한국어
64953,정표
64954,화행
64955,중심
64956,부산
64957,시내
64958,유치원
64959,실외
64960,놀이
64961,시설
64962,설비
64963,조사
64964,연구
64965,자폐
64966,아동
64967,미술
64968,활동
64969,연구
64970,사회
64971,놀이
64972,발달
64973,지체
64974,유아
64975,사회
64976,기술
64977,향상
64978,미치는
64979,효과
64980,지체
64981,부자
64982,유아
64983,대한
64984,일반
64985,초등학교
64986,학생
64987,수용
64988,태도
64989,연구
64990,등교
64991,사의
64992,사회
64993,수업
64994,전문성
64995,대한
64996,사례
64997,연구
64998,프로
64999,시스
65000,관점
65001,일반
65002,목적
65003,한국어
65004,학습자
65005,멀티미디어
65006,독학
65007,교재
65008,개발
65009,외국인
65010,대학원생
65011,학위
65012,논문
65013,쓰기
65014,교재
65015,개발
65016,중도
65017,입국
65018,가정
65019,아동
65020,듣기
65021,한국어
65022,교재
65023,개발
65024,교사
65025,인식
65026,부장
65027,교사
65028,리더십
65029,부장
65030,교사
65031,교사
65032,교환
65033,관계
65034,학교
65035,미치는
65036,영향
65037,유아
65038,성교육
65039,관련
65040,논문
65041,연구
65042,경향
65043,분석
65044,직선
65045,평면
65046,위치
65047,관계
65048,대한
65049,중학교
65050,학년
65051,학생
65052,이해
65053,사례
65054,연구
65055,활용
65056,탐구
65057,활동
65058,적용
65059,중국인
65060,유학생
65061,문화
65062,적응
65063,대인관계
65064,대학
65065,생활
65066,적응
65067,미치는
65068,영향
65069,초등학교
65070,도움
65071,학생
65072,지도
65073,미술
65074,치료
65075,연구
65076,표현
65077,향상
65078,중심
65079,심리
65080,운동
65081,신체
65082,경험
65083,통합
65084,학급
65085,유아
65086,장애
65087,유아
65088,대한
65089,수용
65090,태도
65091,미치는
65092,영향
65093,중국인
65094,한국어
65095,학습자
65096,외래어
65097,학습
65098,교재
65099,개발
65100,멀티미디어
65101,기반
65102,활동
65103,중심
65104,성교육
65105,프로그램
65106,발달장애
65107,아동
65108,지식
65109,태도
65110,미치는
65111,효과
65112,사무직
65113,남성
65114,직장인
65115,연령
65116,습관
65117,건강
65118,기능
65119,식품
65120,대한
65121,인식
65122,섭취
65123,실태
65124,장애
65125,유아
65126,초등학교
65127,전이
65128,과정
65129,대한
65130,부모
65131,인식
65132,조사
65133,장애
65134,통합
65135,시설
65136,통합
65137,교사
65138,인식
65139,요구
65140,활동
65141,지적장애
65142,아동
65143,자기
65144,효능
65145,자기
65146,주도
65147,학습
65148,능력
65149,미치는
65150,영향
65151,정신지체
65152,학교
65153,운영
65154,적합한
65155,인트라넷
65156,설계
65157,구축
65158,연구
65159,교사
65160,부모
65161,협력
65162,통한
65163,가정
65164,중심
65165,감각
65166,프로그램
65167,발달
65168,지체
65169,영아
65170,사회
65171,상호작용
65172,미치는
65173,영향
65174,장애
65175,관련
65176,동화책
65177,기초
65178,토의
65179,역할
65180,활동
65181,통합
65182,교실
65183,유아
65184,가장
65185,사회
65186,상호작용
65187,미치는
65188,영향
65189,직장
65190,보육
65191,시설
65192,일본
65193,보육
65194,시설
65195,교사
65196,역할
65197,대한
65198,비보
65199,교사
65200,보육
65201,교사
65202,부모
65203,인식
65204,한국
65205,핀란드
65206,수학
65207,교과서
65208,기하
65209,영역
65210,비교
65211,장애인
65212,주인공
65213,문화
65214,체험
65215,활동
65216,청소년
65217,장애인
65218,미치는
65219,영향
65220,없는
65221,그림책
65222,활용
65223,협동
65224,이야기
65225,활동
65226,유아
65227,사회
65228,유능
65229,언어
65230,표현
65231,미치는
65232,영향
65233,아리스토텔레스
65234,중용
65235,개념
65236,성품
65237,고찰
65238,코마
65239,코스
65240,윤리학
65241,개별
65242,성품
65243,중심
65244,심각한
65245,행동
65246,발달장애
65247,부모
65248,양육
65249,경험
65250,기반
65251,창의
65252,프로그램
65253,발달
65254,지체
65255,유아
65256,문제해결
65257,미치는
65258,영향
65259,장애
65260,아동
65261,아우
65262,경험
65263,구강위생
65264,상태
65265,조사
65266,창의성
65267,교과
65268,이해
65269,증진
65270,미래
65271,문제해결
65272,프로그램
65273,모형
65274,적용
65275,교과
65276,단원
65277,개발
65278,초등학교
65279,학년
65280,사회
65281,중심
65282,유아기
65283,아동
65284,미술
65285,표현
65286,재료
65287,도구
65288,적절
65289,대한
65290,실태
65291,조사
65292,실업계
65293,영어
65294,교과서
65295,소재
65296,독도
65297,분석
65298,교과서
65299,대한
65300,교사
65301,학생
65302,만족도
65303,조사
65304,학습장애
65305,아동
65306,기반
65307,교수
65308,학습
65309,자료
65310,개발
65311,문화
65312,지도
65313,수업
65314,중학교
65315,학습자
65316,영어
65317,학업
65318,성취
65319,영어
65320,학습
65321,흥미
65322,미치는
65323,영향
65324,학습
65325,부진아의
65326,도형
65327,영역
65328,학습
65329,프로그램
65330,개발
65331,검증
65332,누리
65333,과정
65334,사용
65335,지도
65336,과학
65337,관련
65338,활동
65339,분석
65340,물리
65341,지식
65342,활동
65343,중심
65344,사연
65345,있는
65346,인형
65347,활용
65348,그룹
65349,활동
65350,유아
65351,장애
65352,인식
65353,미치는
65354,효과
65355,지적장애
65356,성인
65357,교제
65358,경험
65359,성과
65360,사랑
65361,대한
65362,현상학
65363,연구
65364,긍정
65365,행동
65366,지원이
65367,장애
65368,학생
65369,통합
65370,학급
65371,문제
65372,행동
65373,학업
65374,활동
65375,참여
65376,행동
65377,미치는
65378,영향
65379,청각장애
65380,학생
65381,어휘
65382,향상
65383,교수
65384,학습
65385,방법
65386,다중
65387,사례
65388,연구
65389,편견
65390,그림책
65391,통한
65392,확장
65393,활동
65394,장애
65395,유아
65396,대한
65397,유아
65398,수용
65399,태도
65400,미치는
65401,효과
65402,감정이입
65403,역사
65404,이해
65405,대한
65406,비판
65407,고찰
65408,초등
65409,학년
65410,중심
65411,외국어
65412,로서
65413,한국어
65414,학습자
65415,성격
65416,유형
65417,학습
65418,결과
65419,분석
65420,연구
65421,학부
65422,외국인
65423,유학생
65424,한국어
65425,에세이
65426,텍스트
65427,종결
65428,양상
65429,분석
65430,불참
65431,대한
65432,상담
65433,체험
65434,의미
65435,민화
65436,채색화
65437,지도
65438,지적장애
65439,학생
65440,민화
65441,그리기
65442,미치는
65443,영향
65444,지적장애
65445,학생
65446,분류
65447,학습
65448,명시
65449,탐구
65450,학습
65451,모형
65452,개발
65453,적용
65454,유치원
65455,교사
65456,교직
65457,전문성
65458,교원능력개발평가
65459,대한
65460,인식
65461,한국어
65462,듣기
65463,교재
65464,개발
65465,전략
65466,학습
65467,중심
65468,특성
65469,고등학교
65470,학습자
65471,직업
65472,영어
65473,수업
65474,모형
65475,개발
65476,적용
65477,부모
65478,장애
65479,자녀
65480,평생
65481,계획
65482,연구
65483,가정
65484,통신
65485,문의
65486,텍스트
65487,유형
65488,결혼
65489,이민자
65490,이해
65491,연구
65492,놀이
65493,활용
65494,자기
65495,훈련
65496,프로그램
65497,지적장애
65498,학생
65499,사회
65500,수용
65501,능력
65502,통합
65503,학급
65504,학생
65505,정서
65506,지능
65507,미치는
65508,영향
65509,관찰
65510,표현
65511,신장
65512,그림
65513,일기
65514,지도
65515,방안
65516,초등학교
65517,학년
65518,대상
65519,장애
65520,어린이집
65521,유아
65522,생활
65523,문화
65524,기술
65525,학적
65526,연구
65527,대한
65528,국민학교
65529,등교
65530,효능
65531,척도
65532,개발
65533,당화
65534,한국
65535,식생활
65536,문화
65537,주제
65538,한국어
65539,교재
65540,개발
65541,여성
65542,결혼
65543,이민자
65544,대상
65545,방과후
65546,학교
65547,운영
65548,현황
65549,인식
65550,분석
65551,뇌성마비
65552,아동
65553,일상생활
65554,활동
65555,사회
65556,지지
65557,어머니
65558,스트레스
65559,대처
65560,행동
65561,연구
65562,교사
65563,학부모
65564,상호작용
65565,통한
65566,초등학생
65567,규범
65568,습득
65569,생활
65570,지도
65571,사례
65572,연구
65573,보드게임
65574,활동
65575,지적장애
65576,학생
65577,주의
65578,집중
65579,공간
65580,지각
65581,미치는
65582,영향
65583,기반
65584,중등
65585,피부
65586,미용
65587,교과서
65588,분석
65589,학습
65590,모듈
65591,개선
65592,연구
65593,직업
65594,목적
65595,학습자
65596,한국어
65597,교재
65598,듣기
65599,과제
65600,분석
65601,연구
65602,국민학교
65603,학교
65604,자체
65605,평가
65606,실태
65607,기대
65608,교사
65609,의견
65610,연구
65611,주의
65612,화가
65613,자화상
65614,상징
65615,연구
65616,아랍어권
65617,대학
65618,한국어
65619,학습자
65620,과제
65621,중심
65622,통합
65623,교재
65624,개발
65625,유치원
65626,운영
65627,학부모
65628,인식
65629,경기도
65630,공립
65631,유치원
65632,중심
65633,텃밭
65634,프로그램
65635,통합
65636,학급
65637,장애
65638,학생
65639,사회
65640,기술
65641,행동
65642,미치는
65643,효과
65644,소득
65645,사회
65646,통합
65647,전형
65648,입학생
65649,학교
65650,적응
65651,과정
65652,대한
65653,사례
65654,연구
65655,서울
65656,기지역
65657,특목고
65658,중심
65659,게임
65660,기반
65661,장단
65662,치기
65663,애플리케이션
65664,활용
65665,중재
65666,지적장애
65667,학생
65668,수업
65669,참여
65670,사회
65671,상호작용
65672,미치는
65673,영향
65674,청각장애
65675,대학생
65676,자아
65677,정체
65678,자기효능감
65679,의사소통
65680,양식
65681,간의
65682,관계
65683,연구
65684,대학생
65685,해외
65686,봉사활동
65687,경험
65688,다문화
65689,감수성
65690,다문화
65691,인식
65692,미치는
65693,영향
65694,연구
65695,갈등
65696,해결
65697,중심
65698,학교폭력
65699,예방프로그램
65700,초등
65701,통합
65702,학급
65703,학생
65704,갈등
65705,해결
65706,전략
65707,사용
65708,학교폭력
65709,대한
65710,태도
65711,장애
65712,학생
65713,수용
65714,태도
65715,미치는
65716,영향
65717,하이퍼미디어
65718,이용
65719,언어
65720,학습
65721,스택
65722,설계
65723,구현
65724,정신지체
65725,아동
65726,등부
65727,교육과정
65728,중심
65729,학령
65730,전기
65731,장애
65732,아동
65733,적응
65734,행동
65735,대한
65736,부모
65737,교사
65738,지각
65739,치도
65740,연구
65741,생활
65742,연령
65743,적합한
65744,활동
65745,선정
65746,장애
65747,학생
65748,대한
65749,학생
65750,태도
65751,미치는
65752,영향
65753,성인
65754,문해
65755,학습
65756,전환
65757,학습
65758,특성
65759,목표
65760,유형
65761,결과
65762,지식
65763,운동
65764,기능
65765,수행
65766,자기효능감
65767,미치는
65768,효과
65769,움직임
65770,미치는
65771,영향
65772,중학교
65773,발달
65774,재활
65775,서비스
65776,영역
65777,심리
65778,운동
65779,자격
65780,기준
65781,연구
65782,기반
65783,아버지
65784,역할
65785,증진
65786,프로그램
65787,장애
65788,유아
65789,아버지
65790,양육
65791,참여
65792,역할
65793,만족도
65794,아버지
65795,유아
65796,상호작용
65797,행동
65798,가족
65799,미치는
65800,영향
65801,미술
65802,활동
65803,활용
65804,어린이
65805,중국어
65806,교재
65807,설계
65808,연구
65809,부모
65810,면담
65811,유아
65812,교사
65813,어려움
65814,요구
65815,대한
65816,박아
65817,무용
65818,학습
65819,효과
65820,연구
65821,소고
65822,중심
65823,고등학생
65824,진로
65825,대한
65826,인식
65827,진로
65828,성숙
65829,영향
65830,미치는
65831,변인
65832,대한
65833,연구
65834,소셜
65835,네트워크
65836,서비스
65837,쓰기
65838,활동
65839,지적장애
65840,학생
65841,쓰기
65842,능력
65843,태도
65844,미치는
65845,영향
65846,파워
65847,카드
65848,활용
65849,수업
65850,규칙
65851,중재
65852,중도
65853,자폐
65854,장애
65855,아동
65856,행동
65857,미치는
65858,영향
65859,지적장애
65860,청소년
65861,모듈
65862,성교육
65863,프로그램
65864,개발
65865,학습장애
65866,학생
65867,어머니
65868,부모
65869,튜터링
65870,적응
65871,과정
65872,당당한
65873,부모
65874,재탄생
65875,어린이집
65876,훈육
65877,딜레마
65878,극복
65879,대한
65880,실행
65881,연구
65882,심상
65883,재현
65884,전략
65885,훈련
65886,정신지체
65887,학생
65888,독해
65889,능력
65890,태도
65891,미치는
65892,영향
65893,초등
65894,영재
65895,학생
65896,수학
65897,활동
65898,사례
65899,연구
65900,이산수학
65901,문제
65902,탐구
65903,중국
65904,사회
65905,분야
65906,신조어
65907,고찰
65908,장애
65909,관련
65910,창작동화
65911,독후
65912,활동
65913,장애
65914,아동
65915,장애
65916,인식
65917,태도
65918,미치는
65919,영향
65920,초등학교
65921,학년
65922,학생
65923,대상
65924,우리나라
65925,학교
65926,급식
65927,정책
65928,문제점
65929,개선
65930,방안
65931,우리나라
65932,교원
65933,성과급
65934,대한
65935,초등
65936,교사
65937,인식
65938,연구
65939,증강현실
65940,기반
65941,교수
65942,지적장애
65943,학생
65944,의사소통
65945,행동
65946,미치는
65947,영향
65948,교사
65949,학부모
65950,기대하는
65951,영아
65952,교사
65953,일반
65954,배경
65955,전문가
65956,자질
65957,인성
65958,연구
65959,개념
65960,중심
65961,내용
65962,영역
65963,학업
65964,성취
65965,미치는
65966,효과
65967,초등학생
65968,학교생활
65969,기본
65970,심리
65971,욕구
65972,척도
65973,개발
65974,당화
65975,자유
65976,선택
65977,활동
65978,반응
65979,상호작용
65980,중재
65981,발달장애
65982,유아
65983,참여
65984,행동
65985,행동
65986,미치는
65987,영향
65988,대한
65989,스크립트
65990,활용
65991,집단
65992,협동
65993,초등
65994,지적장애
65995,학생
65996,사회
65997,상호작용
65998,미치는
65999,영향
66000,자기
66001,관리
66002,기술
66003,적용
66004,지역
66005,사회
66006,중심
66007,직업
66008,훈련
66009,지적장애
66010,학생
66011,직무
66012,기술
66013,미치는
66014,효과
66015,초등
66016,수학
66017,영재
66018,학생
66019,자기효능감
66020,회복
66021,탄력성
66022,비교
66023,연구
66024,미술
66025,치료
66026,활용
66027,진로
66028,탐색
66029,집단
66030,상담
66031,프로그램
66032,지적장애
66033,고등학생
66034,진로
66035,결정
66036,자기효능감
66037,진로
66038,성숙
66039,미치는
66040,효과
66041,심성
66042,계발
66043,훈련
66044,프로그램
66045,정서장애
66046,긍정
66047,자아개념
66048,형성
66049,미치는
66050,효과
66051,생태학
66052,관점
66053,학교폭력
66054,유발
66055,요인
66056,학교폭력
66057,영향
66058,학생
66059,대한
66060,지체
66061,부자
66062,유학생
66063,태도
66064,영향
66065,미치는
66066,변인
66067,조사
66068,학교
66069,차원
66070,긍정
66071,행동
66072,지원이
66073,장애
66074,학생
66075,포함
66076,학생
66077,행동
66078,학교
66079,분위기
66080,미치는
66081,영향
66082,감각
66083,통합
66084,훈련
66085,프로그램
66086,정신지체
66087,아동
66088,운동
66089,수행
66090,능력
66091,미치는
66092,영향
66093,부모
66094,양육
66095,태도
66096,정신건강
66097,유아
66098,사회
66099,정서
66100,발달
66101,관계
66102,경도
66103,정신지체
66104,초등학생
66105,격조사
66106,사용
66107,특성
66108,격조사
66109,사용
66110,교수
66111,효과
66112,연구
66113,사회
66114,기술
66115,훈련
66116,지체
66117,부자
66118,유아
66119,자아존중감
66120,사회
66121,효능
66122,미치는
66123,효과
66124,인지
66125,요인
66126,초인
66127,텍스트
66128,이해력
66129,관계
66130,분석
66131,발달
66132,지체
66133,유아
66134,통합
66135,보육
66136,민간
66137,어린이집
66138,시설
66139,태도
66140,요구
66141,서번트
66142,증후군
66143,학생
66144,가정
66145,생활
66146,학교생활
66147,사례
66148,연구
66149,장애인
66150,대한
66151,사회
66152,거리
66153,있어
66154,담임
66155,교사
66156,학생
66157,상관관계
66158,통합
66159,여부
66160,차이
66161,사회인
66162,지적
66163,영역
66164,이론
66165,기초
66166,초등학생
66167,도덕성
66168,발달
66169,특성
66170,연구
66171,정직
66172,도움
66173,주기
66174,공정
66175,중심
66176,외국인
66177,국악
66178,수업
66179,지도
66180,방안
66181,가야금
66182,중심
66183,또래
66184,모델링
66185,통한
66186,트리스
66187,훈련
66188,정신지체
66189,언어
66190,미치는
66191,효과
66192,활용
66193,정신지체
66194,계명
66195,지도
66196,효과
66197,체적
66198,언어
66199,학습
66200,프로그램
66201,학습장애
66202,아동
66203,쓰기
66204,능력
66205,향상
66206,미치는
66207,효과
66208,정신지체
66209,무게
66210,개념
66211,발달
66212,연구
66213,과학
66214,학습
66215,측면
66216,중심
66217,입원
66218,환자
66219,수면
66220,형태
66221,수면장애
66222,요인
66223,연구
66224,산업
66225,학교
66226,학사
66227,업무
66228,대한
66229,전산
66230,처리
66231,시스템
66232,협동
66233,학습
66234,유형
66235,학습장애
66236,아동
66237,사회
66238,학업
66239,성취
66240,사회
66241,수용
66242,미치는
66243,영향
66244,지역
66245,사회
66246,환경
66247,실습
66248,비디오
66249,교수
66250,자폐
66251,아동
66252,학용품
66253,사기
66254,기술
66255,미치는
66256,효과
66257,장애
66258,학생
66259,학급
66260,차원
66261,또래
66262,교수
66263,학생
66264,자아개념
66265,수용
66266,태도
66267,미치는
66268,영향
66269,또래
66270,아동
66271,협동
66272,정신지체
66273,사회생활
66274,능력
66275,미치는
66276,효과
66277,수석교사
66278,운영
66279,연구
66280,발달장애
66281,유아
66282,개념
66283,발달
66284,미치는
66285,효과
66286,정신지체
66287,청소년
66288,사회
66289,기술
66290,증진
66291,문제
66292,행동
66293,향상
66294,자유
66295,즉흥연주
66296,사례
66297,연구
66298,학교
66299,조직
66300,관료
66301,정도
66302,학생
66303,성취
66304,비디오
66305,피드백
66306,포함
66307,상황
66308,이야기
66309,중재
66310,초등학교
66311,자폐
66312,아동
66313,수업
66314,참여
66315,행동
66316,문제
66317,행동
66318,미치는
66319,영향
66320,지적장애
66321,초등학생
66322,진로
66323,역량
66324,도출
66325,시각장애
66326,인용
66327,수평
66328,잡기
66329,실험
66330,도구
66331,개발
66332,멀티미디어
66333,컴퓨터
66334,보조
66335,학습
66336,자료
66337,조건
66338,정신지체
66339,아동
66340,단어
66341,재인
66342,미치는
66343,영향
66344,중심
66345,우리나라
66346,사범
66347,대학생
66348,다문화
66349,경험
66350,다문화
66351,효능
66352,관계
66353,다양성
66354,태도
66355,학생
66356,대한
66357,태도
66358,매개
66359,효과
66360,기반
66361,환경
66362,영어
66363,쓰기
66364,활동
66365,초등학생
66366,영어
66367,쓰기
66368,능력
66369,정의
66370,영역
66371,미치는
66372,영향
66373,장애
66374,영유
66375,통합
66376,보육
66377,대한
66378,보육
66379,교사
66380,인식
66381,운영
66382,실태
66383,활동
66384,경도
66385,장애
66386,아동
66387,학업
66388,자기효능감
66389,학습
66390,미도
66391,미치는
66392,영향
66393,초등학교
66394,교과서
66395,장애
66396,관련
66397,내용
66398,분석
66399,사례
66400,학습
66401,사례
66402,설계
66403,원리
66404,개발
66405,연구
66406,다문화
66407,가정
66408,자녀
66409,정체
66410,갈등
66411,해결
66412,방식
66413,우화
66414,소재
66415,활용
66416,어린이
66417,중국어
66418,듣기
66419,교재
66420,연구
66421,테니스인
66422,이종훈
66423,생애
66424,중학교
66425,학년
66426,학생
66427,고등학교
66428,선택
66429,대한
66430,인식
66431,중학교
66432,중심
66433,지적장애
66434,초등학생
66435,음악
66436,교수
66437,학습지도
66438,구성
66439,연구
66440,놀이
66441,이해
66442,프로그램
66443,통한
66444,유치원교사
66445,놀이
66446,인식
66447,보편
66448,학습
66449,설계
66450,원리
66451,대한
66452,과학
66453,이해
66454,교수
66455,학습
66456,적용
66457,지적장애
66458,적응
66459,행동
66460,요구
66461,관계
66462,중등
66463,학교
66464,지적장애
66465,학생
66466,자기
66467,결정
66468,요인
66469,분석
66470,초등
66471,사회
66472,교과서
66473,대외
66474,관계
66475,역사
66476,서술
66477,내용
66478,분석
66479,학년
66480,학기
66481,고려시대
66482,국난
66483,극복
66484,과정
66485,중심
66486,유아
66487,사물놀이
66488,지도
66489,방안
66490,연구
66491,구미
66492,무을
66493,풍물
66494,가락
66495,중심
66496,동화
66497,마인드맵
66498,학습
66499,전략
66500,정신지체
66501,언어능력
66502,신장
66503,미치는
66504,효과
66505,대한
66506,협동
66507,쓰기
66508,통합
66509,프로그램
66510,정신지체
66511,아동
66512,음독
66513,오류
66514,개선
66515,수업
66516,참여
66517,미치는
66518,효과
66519,품행장애
66520,과잉
66521,운동
66522,품행장애
66523,주의력
66524,결핍
66525,과잉
66526,운동
66527,장애
66528,아동
66529,인지
66530,요인
66531,특성
66532,분석
66533,교원능력개발평가
66534,대한
66535,교사
66536,인식
66537,연구
66538,활동
66539,정신지체
66540,아동
66541,수행
66542,미치는
66543,영향
66544,성향
66545,유아
66546,중재
66547,연구
66548,경향
66549,분석
66550,국내
66551,실험
66552,연구
66553,중심
66554,비디오
66555,화면
66556,자료
66557,통한
66558,영어
66559,의사
66560,소통
66561,능력
66562,개발
66563,연구
66564,미치는
66565,울산
66566,광역시
66567,초등학교
66568,여교사
66569,승진
66570,제도
66571,대한
66572,인식
66573,조사
66574,연구
66575,발달
66576,지체
66577,유아
66578,아버지
66579,스트레스
66580,대처
66581,방안
66582,연구
66583,영재
66584,학생
66585,일반
66586,학생
66587,과학
66588,대한
66589,흥미
66590,성취도
66591,비교
66592,연구
66593,자유
66594,선택
66595,환경
66596,또래
66597,중재
66598,통합
66599,발달
66600,지체
66601,유아
66602,사회
66603,상호작용
66604,미치는
66605,효과
66606,인터넷
66607,활용
66608,멀티
66609,동화
66610,지도
66611,정신지체
66612,언어
66613,표현
66614,미치는
66615,효과
66616,장애
66617,학생
66618,이야기
66619,미치는
66620,문화
66621,변화
66622,남학생
66623,성교육
66624,방향
66625,모색
66626,비지
66627,시적
66628,환경
66629,다양한
66630,매체
66631,기법
66632,사용
66633,미술
66634,활동
66635,발달장애
66636,아동
66637,자아개념
66638,사회
66639,기술
66640,미치는
66641,영향
66642,아동
66643,전통음악
66644,지도
66645,방안
66646,연구
66647,학년
66648,제재
66649,중심
66650,자아
66651,성장
66652,집단
66653,미술
66654,치료
66655,발달장애
66656,어머니
66657,양육
66658,스트레스
66659,상호작용
66660,미치는
66661,영향
66662,편견
66663,그림동화
66664,통한
66665,토의
66666,활동
66667,유아
66668,장애인
66669,미치는
66670,영향
66671,고등학교
66672,국어
66673,교육과정
66674,대학
66675,수학
66676,능력
66677,시험
66678,언어
66679,영역
66680,상관
66681,연구
66682,타당도
66683,분석
66684,학년
66685,언어
66686,영역
66687,중심
66688,장애인
66689,발명품
66690,활용
66691,수업
66692,장애
66693,아동
66694,대한
66695,일반
66696,아동
66697,태도
66698,미치는
66699,영향
66700,장애
66701,학생
66702,재활
66703,치료
66704,사의
66705,직무
66706,만족도
66707,자기
66708,평가
66709,관련성
66710,연구
66711,유아
66712,신체
66713,활동
66714,관련
66715,실험
66716,연구
66717,분석
66718,자기
66719,결정
66720,기술
66721,기초
66722,전환
66723,계획
66724,프로그램
66725,전공
66726,지적장애
66727,교수
66728,성과
66729,미치는
66730,영향
66731,경기도
66732,공업
66733,계열
66734,고등학교
66735,학생
66736,취업
66737,대한
66738,인식
66739,활성화
66740,방안
66741,연구
66742,이론
66743,활용
66744,수학
66745,수업
66746,경도
66747,정신지체
66748,아동
66749,연산
66750,학습
66751,미치는
66752,효과
66753,장애
66754,자녀
66755,가족
66756,특성
66757,주간
66758,단기
66759,보호
66760,시설
66761,프로그램
66762,대한
66763,장애
66764,어머니
66765,욕구
66766,신소설
66767,여성
66768,연구
66769,이인직
66770,이해조
66771,최찬식
66772,작품
66773,권신
66774,측면
66775,초등학생
66776,귀납
66777,과학
66778,글쓰기
66779,오류
66780,유형
66781,중학교
66782,여교사
66783,승진
66784,관심
66785,연구
66786,오프라인
66787,혼합
66788,교수
66789,기반
66790,비즈니스
66791,중국어
66792,교재
66793,개발
66794,연구
66795,아동
66796,놀이
66797,기반
66798,중재
66799,실험
66800,연구
66801,동향
66802,분석
66803,호텔
66804,객실
66805,실무
66806,직업
66807,목적
66808,한국어
66809,교재
66810,개발
66811,영어권
66812,학습자
66813,관광
66814,목적
66815,한국어
66816,듣기
66817,교재
66818,개발
66819,정신지체
66820,탁구
66821,연습기
66822,개발
66823,적용
66824,연구
66825,현대
66826,영미
66827,아동문학
66828,전통
66829,가족
66830,이데올로기
66831,해체
66832,오디오
66833,스트리밍
66834,서버
66835,활용
66836,오디오
66837,링크
66838,교재
66839,개발
66840,고등학교
66841,음악실
66842,실태
66843,조사
66844,개선
66845,방안
66846,연구
66847,전주
66848,지역
66849,고등학교
66850,중심
66851,한국
66852,대만
66853,중학교
66854,역사
66855,교과서
66856,비교
66857,연구
66858,일제강점기
66859,서술
66860,내용
66861,중심
66862,음료
66863,접객
66864,종사
66865,직업
66866,목적
66867,한국어
66868,교재
66869,개발
66870,다문화
66871,가정
66872,아동
66873,대상
66874,전래
66875,동화
66876,활용
66877,한국어
66878,교재
66879,개발
66880,외국어
66881,고등학교
66882,중국어
66883,교과서
66884,자문
66885,분석
66886,지도
66887,방안
66888,취학
66889,재외
66890,동포
66891,아동
66892,동요
66893,통한
66894,한국어
66895,교재
66896,개발
66897,대학
66898,진학
66899,목적
66900,학문
66901,목적
66902,학습자
66903,공지
66904,사항
66905,교재
66906,개발
66907,유아
66908,교사
66909,발달
66910,단계
66911,현장
66912,문제
66913,인식
66914,차이
66915,유치원
66916,활동
66917,대한
66918,사례
66919,연구
66920,유림
66921,어린이집
66922,체험
66923,활동
66924,사례
66925,중심
66926,구조
66927,교수
66928,자폐
66929,장애
66930,학생
66931,수업
66932,행동
66933,미치는
66934,영향
66935,난독증
66936,학생
66937,단어
66938,특성
66939,지도
66940,프로그램
66941,개발
66942,검증
66943,공립
66944,유치원
66945,초임
66946,교사
66947,어려움
66948,바램
66949,행동
66950,도표
66951,활용
66952,긍정
66953,행동
66954,지원이
66955,자폐
66956,장애
66957,학생
66958,행동
66959,미치는
66960,영향
66961,방송통신
66962,고등학교
66963,한문
66964,수업
66965,사례
66966,연구
66967,중도
66968,중복
66969,장애
66970,학생
66971,학부모
66972,치료
66973,지원
66974,대한
66975,요구
66976,고등학교
66977,중국어
66978,교재
66979,동사
66980,활용
66981,분석
66982,교수
66983,설계
66984,사립
66985,초등학교
66986,교사
66987,지각
66988,교장
66989,교감
66990,리더십
66991,분석
66992,장애
66993,어머니
66994,스트레스
66995,사회
66996,지지
66997,연구
66998,지적장애
66999,중학생
67000,역사
67001,인물
67002,이해
67003,학습
67004,감정이입
67005,활용
67006,수업
67007,사례
67008,연구
67009,음악
67010,전공
67011,피아노
67012,교사
67013,직무
67014,만족도
67015,연구
67016,조사
67017,서울시
67018,소재
67019,음악학
67020,교습
67021,중심
67022,사회
67023,위축
67024,아동
67025,마음
67026,이론
67027,연구
67028,스마트폰
67029,활용
67030,의류
67031,분류
67032,중도
67033,중복
67034,장애
67035,학생
67036,분류
67037,능력
67038,미치는
67039,효과
67040,생리
67041,심리
67042,반응
67043,활용
67044,학습분석
67045,탐색
67046,인지
67047,부하
67048,이론
67049,중심
67050,학문
67051,목적
67052,한국어
67053,학습자
67054,발표
67055,교재
67056,개발
67057,연구
67058,대학
67059,신입생
67060,중도
67061,탈락
67062,현황
67063,원인
67064,분석
67065,연구
67066,왕자
67067,아동
67068,생활
67069,세계
67070,현상학
67071,이해
67072,보험
67073,상담
67074,대화
